,audiocap_id,youtube_id,start_time,caption
9151,92765,sHF3P3rpq8M,30,"A person sighs, music plays, and then something explodes"
9152,100239,y0cia4f8crI,30,A machine works nearby while a spray is released
9153,100237,y0SE5iONqjo,270,Light rustling of footsteps on leaves with faint buzzing of an insect
9154,92769,sHPb-3pvRzA,30,Someone sprays and speaks
9155,100235,y0PVvrn_uGU,20,A train alarm and horn is sounding
9156,100232,y07w_EPqB6w,30,Loud wind and high pitched beeping like a reversing truck
9157,100230,y00clhaAAx8,30,A baby cries as a grown man speaks quietly
9158,100231,y03--6rBQyE,30,A bus comes to a stop and people speak
9159,100257,y1cWf7WGM9A,10,"An insect buzzes, glass clinks while a man is speaking."
9160,32720,Doc1p58PfCM,30,Humming and revving of an engine
9161,101189,ymFq-m7vyZw,0,Rattling with vibrations of a power tool and clicking
9162,101188,ymDUA-20xqo,30,A man is having a conversation with another man on the telephone
9163,101187,ym9JFMzSjiA,30,Emergency sirens and horns sounding followed by a plastic click
9164,101186,ym3-5dp_s-4,30,Gunshots and fuse burning and cannon fire
9165,101184,yljcd0iLP4A,250,"A man talking, with birds chirping in the background"
9166,101183,yliPIYcRCDQ,30,Several vehicles accelerating and driving by as a person whistles in the distance
9167,101182,ylhslesdKkE,80,A train horn blowing followed by a train running on railroad tracks driving by as steam hisses
9168,100252,y1RCjoromiU,20,A scraping sound followed by a light thud
9169,97440,vtDwZbMVnJg,20,Constant burping sounds from a person
9170,43832,KhVT00P7f9U,20,A train travels with a low clicking noise and the train horn beeps
9171,57350,TgEwK7BCL98,30,Sheeps bleating while a man whistles and talks
9172,43838,KhoIm8fxq2Y,30,A woman talks while chewing
9173,53084,QkXk7B-iCiM,310,A fire engine is driving with the sirens as a man is speaking
9174,57353,TgQrRHAEQWs,80,"Pots clanking, a man speaking"
9175,57352,TgKaRt9t0xc,30,Engine revving up and down with people talking and laughing
9176,57356,TgRmdkJuKXM,230,"Music plays in the background, and an adult male speaks while random quiet clattering and metal clanking occur"
9177,71687,ckGFVwSwZMg,20,Wind blowing and water splashes as people speak in the distance
9178,43342,KOrlcb5UYTI,90,A man speaks and a dog barks in the background
9179,84382,lywxhiw977o,50,An idle vehicle engine running
9180,5078,10yXy1PeMp8,15,Emergency vehicle driving with siren on
9181,38541,HJoW1NNXgpg,20,A baby cried shortly followed by someone babbling
9182,5072,10qlLcyR9l8,230,A large group is clapping
9183,5073,10rV4GyGt1I,30,Ruffeling then loud wind blowing
9184,5070,10pIYLyGjXg,15,A vehicle's engine is started and then it is running
9185,5071,10pj1ZZXcRo,30,Man talking over the sound of high pitched vehicle
9186,5076,10xK8HVcYQw,60,A man speaking and using some kind of tool such as a drill or electric screwdriver
9187,5077,10xMaUlqBz8,30,Some low or distant clapping noise followed by a woman¡¯s voice
9188,5075,10tzumfAYeA,40,Women speaking with animals screeching in the background
9189,93713,szwq8PmLFBM,30,A loud beep occurs and a machine runs
9190,70115,b_aopEUfOKs,20,A toilet flushes and continues to drain water
9191,70118,b_hYuLFVCYM,30,Females speak during pouring rain
9192,62594,XKevfqAJXhU,220,"A person speaks quietly, followed by dogs barking loudly"
9193,90654,qeHC26EwKu4,30,Pressurized air hissing and spraying as a machine motor hums in the background
9194,5381,18vsnaV6oE8,170,"Multiple vehicles speeding, most likely a race"
9195,5382,18vxquKjKUg,30,Man speaking to a group in foreign language
9196,5385,18xS-mRLqMI,30,A woman is giving a speech and a crowd laughs
9197,5386,18xWdQO6-j4,30,"A vehicle's engine is making noises, and a male is talking"
9198,5387,192b15cXKdc,30,A crowd is clapping and an adult female is speaking
9199,5388,195olyOYiio,190,"Music plays, a crowd is talking, squeaking occurs, and the crowd cheers"
9200,33093,E1FHRl3Qv_o,40,"Multiple dogs bark, yap and howl"
9201,62593,XKZso_gXh2E,90,Loud thuds one after another increasing in speed
9202,73195,dnKiKte3nW4,10,An engine works in idle
9203,75221,fJC-8Ct3UXg,30,"A machine idles nearby, followed by a rocket swooshing past and exploding in the distance"
9204,85655,muou0sMXtCw,160,A motor revs and tires skid on the pavement
9205,85650,muWTxRcMK7U,10,Two men laugh and a man speaks
9206,44206,Kx4cVC4yW_U,120,Water splashes and people speak
9207,36110,Fp43-BQr2ac,21,A girl speaks then a large object falls and girls shouts
9208,44201,KwwkNhBx0is,210,Two male voices talking with rustling of leaves in the background
9209,33549,EHYMaGkrn0M,100,A motor vehicle is running and then there is a squeal and horn and someone talking
9210,84520,m4rH7hVEitM,30,Some pigeons coo and flap wings
9211,63277,Xm0LegZNUOQ,250,A train horn blows in the distance
9212,33542,EHBlH_kffh4,0,Humming of engines with people speaking
9213,33541,EHANduy8qwI,0,A vehicle engine running idle before revving then accelerating
9214,33547,EHRWUILAkZE,30,Basketballs bouncing and shoes squeaking as a group of young men are shouting
9215,84022,lic3qQVE5ak,9,A vehicle engine idles and a car honks from a distance followed by a loud horn honking and laughter
9216,41529,JE3MNmPgbYg,30,A man and a woman talk
9217,93717,t-8GhuOmWzI,0,Heavy rain falling and distant thunder followed by a loud crackling thunder
9218,95797,ubG10WJZWXc,30,Someone speaks loudly as the coos of pigeons go on for the whole time
9219,41526,JE1BeJi3NmI,180,Sizzling and rustling with brief male speech
9220,39634,I-nJHccJLMY,30,Wind with splashing water
9221,39633,I-iUxVHCffA,10,Water runs and a man speaks
9222,39630,I-eGQLWS3ks,30,"A man talking, telephone speech, dialing and dial tone"
9223,4978,0zHYnwwVmFc,140,"An adult male is speaking, the wind is blowing, and animals are bleating"
9224,89693,pva3MaypxNI,200,Some liquid splashes followed by a man talking and a vehicle moving far away
9225,41880,JSyHzhNgPD8,30,A man speaks and some clicking sounds
9226,7148,1sAra6d-1YY,160,Water is trickling and a man speaks
9227,7149,1sDKR0cDd8c,30,A man delivers a speech
9228,7145,1s5p3B9dEkQ,20,A motor runs and then an adult male speaks
9229,7147,1sAb7iGq834,30,The sound of traffic while a man speaks
9230,7140,1rzCd3ZCxkw,30,An young female speaks and footsteps occur
9231,7141,1s0e7vfp2y4,12,Loud motor revving followed by honking
9232,7142,1s0rVqQPkS4,30,A man with a strong accent is conversing something with audio frequency in the background
9233,7143,1s2_vwJxnJw,420,Speeding car shifting gears and low voice
9234,18747,6otzbGUggH8,30,A woman giving a speech
9235,18746,6otJ2h9lRDE,25,A man speaking and then water splashing
9236,18742,6omdtLND8B4,80,Some scraping with people speaking and insects buzzing
9237,18741,6okALeXZy3g,60,A man is talking as a crowd cheers and applauds
9238,71795,cotlAKgze3o,160,"A person laughing, running water, and more talking"
9239,71791,cobJCjMuwCI,20,A motor engine running idle
9240,18748,6ovApOTMM_k,30,A woman giving a speech
9241,8053,2ETaK0sZnSo,200,A power saw cutting into wood
9242,8052,2ERZO4pgRNo,40,Man speaking during thunderstorm
9243,8051,2ERWcrUeJyQ,170,"A crowd applauds, a woman speaks and a man speaks"
9244,8050,2ENoYbxGujk,100,Kick starting a motorcycle and human speech
9245,8055,2EWHjrM20tE,23,People speak while a motor vehicle passes
9246,8054,2EV5_-zxtF8,6,A motor of a car passing
9247,76225,g31YxPOzzg4,10,A jet engine spools up
9248,8058,2Ea5tCQWff4,30,A dog pants as something begins to click
9249,76222,g2zizsay1_Q,0,A motorcycle engine running idle
9250,33251,E6QzPBSK3Cg,10,A sheep close by baas and then other sheep join in with people talking and coughing in the background softly
9251,7498,2-ppz_pSlrQ,170,Man speaking with dishes clanking
9252,42169,Jd5CO_gXoKQ,30,Plastic crinkling while a woman speaks
9253,7491,2-dHuNPOmFg,30,A cat is whimpering
9254,7496,2-pGpOjjvLM,30,Inside a bus kids talk to one another
9255,7494,2-mYeTC5hyo,30,A boat engine starting slow then working harder
9256,28361,BWBjfS3uNe8,500,A man speaks as a motor vibrates
9257,1281,#NAME?,110,A group of ducks engaging in some kind of activity
9258,53645,R9S6pWv_7o8,30,A muffled aircraft engine flying with a person faintly coughing in the background
9259,1280,#NAME?,360,Sawing of wood with a hand saw
9260,3275,0IeLcTUog0E,27,Man speaking with wind noises
9261,44400,L4r6BUX2A1o,90,Video is unplayable
9262,28893,BmBido0MLFk,30,A vehicle engine starting up then running idle
9263,28895,BmEYN46BFks,30,An older woman speaks and then a couple of men talk
9264,63330,XoOe2qK-1AI,30,An old man talks followed by medium sized wings flapping
9265,1289,#NAME?,30,A door being broken into by a bunch of males
9266,1288,#NAME?,30,Insects and birds chirp outside in the woods there are faint footsteps walking by
9267,13651,4Z0sQ2G7puU,10,A female laughs as a large crowd gives applause
9268,13652,4Z4o4UaDOCk,30,"Motor vehicle engines are running, tires are squealing, and a group of males and females are speaking"
9269,13653,4Z5CcRr0V7g,30,A man is speaking in a strong accent while animals are communicating with one another in the background
9270,13655,4Z6aKR_6_lk,30,Birds chirp as a clock ticks
9271,13656,4Z7RTdI6Yuo,4,Cat meowing and laughter
9272,13657,4Z7wOwftQzw,0,Cars are accelerating
9273,13658,4Z8_20Q97to,0,A baby laughing as a woman speaks to it
9274,58154,UDXWyiHPTiU,11,A door is closed and opened
9275,96451,v8ExNHqRtCg,20,A person types on a computer keyboard nearby quickly
9276,89210,p_lcN_kYVC8,510,A sewing machine works
9277,11248,3XY17iXdWUc,10,Metal is clanging and a person speaks
9278,89215,pa-0_SZIjt4,70,A circular saw runs continuously
9279,89214,p_wu60I3Z1Q,250,Splashing with rustling and distant barking
9280,11244,3XMVhQF9aq0,30,Repetitive movement through water
9281,11242,3XIqwU1re9s,30,Sudden bursts and pops make people scream and laugh
9282,16029,5ZxysTzTT8c,30,"Birds are chirping, traffic noises are present, an adult male speaks and laughs, and people talk and a dog barks in the background"
9283,5809,1JwUG1IzTXM,30,"Traffic passing by, a man speaks briefly"
9284,5808,1JwL19MtSJc,170,A person speaking and the sound of crumpling and crinkling paper
9285,65040,Z-oi5Y522Fo,20,"A crowd of people shout in the background, then a race car motor accelerates loudly and the crowd cheers in the background"
9286,19038,6yi2_iyYF1U,30,A man and children are speaking and a horn is blown
9287,19039,6ynj4RFeN5s,40,A child squeals as water runs in a stream around them
9288,5803,1JgjCAKXo6c,25,Clock ticking
9289,19037,6yenfuYMKkc,60,A person speaks as an engine idles
9290,5801,1Jf-MpJnE9U,190,Sawing of wood with a power saw
9291,19031,6yXA4mtIc-4,30,An individual speaking with a feint buzzing sound
9292,90648,qdqLwYqGy-Q,410,Light scraping and a small bang followed by crinkling
9293,56869,TM35ed2rnrE,60,The wind blows together with nature noises
9294,60270,Vg6ZB780qkk,0,Three shrieking sounds occur followed by a burp
9295,94349,tUv10W3PCl0,19,A loud fire engine siren is followed by men speaking in the distance
9296,60273,VgIS7UK2WV8,30,"Ducks are quacking, and metal scraping along with rustling and splashing occur"
9297,17372,6B6_S2jnj2I,30,People speak and scream are joined by some distant clip clips
9298,17371,6B6QGfl6kd8,330,Loud saw noise proceeded by a man speak and insect buzzing
9299,17377,6BAi7fOUg7g,20,Thunder rumbles over amplified voices in the background
9300,17374,6B9UkU1uayE,30,"The wind is blowing, a boat motor is running, water is splashing, and a child speaks"
9301,90858,qoXLfQk-bBE,30,A man speaking while a faint hum of a boat engine is running
9302,90851,qoFlzhBbeuU,30,"Water is gurgling and thumps occur, and an adult male speaks"
9303,11799,3kvwq1_mrQ0,30,Man speaking as dog whimpers
9304,11798,3kuXJo9TDw8,0,A door opening followed by a man's speech
9305,11793,3ke4z_58Xvc,30,"Water flows, a large engine roars past"
9306,11792,3kdUyByPSAg,28,Rain with a moderate intensity
9307,11791,3kbHcjynq7k,30,"A man speaks, several dogs bark"
9308,11790,3kaD42vQWAE,30,A woman speaks quickly and continuously
9309,11797,3ktBPhuvPsk,30,Two gunshots going off
9310,11796,3kr7rTUMT-Y,15,"Race car motors are running and fading, and an adult male is speaking"
9311,11794,3kjQC4HhAXc,20,Water running from a faucet and a man speaking
9312,20848,7p46zniZmQo,150,A water tap running
9313,69016,am4mwNYBYs4,26,A telephone rings and mickey mouse speaks
9314,20843,7ouRYcdndmI,30,An older woman is giving a speech
9315,20842,7oqLwoYw-hQ,30,A vehicle is revving up and chicken is cackling
9316,20841,7oqEMFD4Hho,40,Water trickling and two male voices talking
9317,20840,7omM-ptdVSo,30,A woman is giving a speech in somewhat slow manner
9318,20847,7p0b8hvEzUA,30,An engine revving as the vehicle is shifting and going fast
9319,20846,7ozlhx-0voo,0,Man speaking loud with lots of noise interference
9320,20845,7oxQD8s27xA,30,Two males conversing and rain falling
9321,20844,7owHkcbl4nQ,30,An engine starting followed by the wind blowing
9322,16688,5sA7rv6-tjE,340,A varied mixture of birds chirp tweet and coo while flapping their wings
9323,16689,5sAeoy_rmAg,540,"Strong wind is blowing, a motor is running, and water is splashing"
9324,80638,jEUHkCX-BRk,10,Multiple sirens get closer and closer and then fade away
9325,16684,5rxIoYSJYk4,0,"A female voice accompanies purring, then a cat meows, and the female laughs and speaks"
9326,16687,5s-eanGZ5Cs,30,"A dog is barking, two adult males are speaking, and tapping occurs"
9327,16680,5roJhI2uPqc,30,A man is speaking
9328,16682,5rqGc6ohPDk,310,A dog is whimpering and making a lot of noise and appears to be anxious
9329,44329,L1ivkKP7paw,12,People talking and a spraying noise
9330,60398,Vm3VLiOizAE,500,A woman talking followed by sizzling noises and another female voice
9331,99541,xSc9RCFCrS8,440,Wind blowing into a microphone over an electronic device faintly buzzing with a loud plastic clank followed by a man speaking and water lightly splashing
9332,99547,xSk5CwLoJ00,30,Typing on a computer keyboard and clicking on a computer mouse as a man is talking followed by music playing
9333,99549,xT5W2JlEh6Y,20,Trickling water with a crow cawing in the background
9334,7962,2C6z8HOiAuE,40,Birds chirping and leaves crunching
9335,7963,2C9Q3v-q-DM,320,A motor on the road driving
9336,9179,2g7kFCWWjEw,60,The goat is making a noise
9337,9178,2g7Fu7wpjns,50,A horses hooves clip-clop and then woman begin to talk
9338,9177,2g0_EU44PLc,30,Liquid is gurgling
9339,10683,3IajKCY_faE,30,An engine revving up and down while being driven
9340,7968,2CH-IEf1CCo,380,"A crowd applauds, and a man speaks followed by background noise"
9341,7969,2CHX4-BqaGM,30,A man speaks and an audience applauds
9342,10687,3IgRUF115ns,24,An object explodes and people scream
9343,10684,3Id9FCJr0lI,30,A vehicle speeds by and you hear a man's voice and horns honking
9344,10685,3Idd9xddseo,30,A man speaks confidently and a door clunks closed
9345,16979,60C5uJsMEJ8,30,A man yells as a loud engine sound fades into the distance
9346,16972,600E0JaHpKA,30,A woman giving a speech
9347,16976,6059rmDZdTU,10,"A motorcycle engine is running, and a female speaks in the background"
9348,16977,605NNFHgBVM,1,"A man speaking, followed by a man yelling and a loud bang"
9349,16974,602ZOCFuzgg,30,Women screaming excitedly after a man speaks on the microphone
9350,16975,604wxcZBMUQ,30,Loud humming of a motor
9351,17081,63ha3jr4e-w,120,A powerful engine hums and tires squeal
9352,17083,63j3Ragk18Y,30,Swarm of bees buzzing
9353,12269,3x0t51IJyW0,320,A vehicle engine is humming and a man speaks
9354,17086,63op7mA3JO4,30,Rain falls and wind blows into the microphone
9355,12263,3wsaRja5YEE,30,An engine is revving up quickly
9356,12266,3ww3zP17BF4,240,A young child speaks and makes a some squealing noises
9357,12265,3wtYBziMPP4,30,Dogs are barking and a person speaks
9358,10530,3E9ree77LFA,30,A man is speaking
9359,10531,3EA1w6uETgI,30,A man is narrating
9360,10532,3ECa67UxPWQ,60,"An adult male speaks, and crinkling occurs"
9361,10533,3EDVI-yzHuA,300,Intermittent sound of a sewing machine with continuous creaking in the background
9362,10534,3EJEz1GGTas,20,Emergency sirens are going off and cars are passing by
9363,10536,3EO32D9UyhM,50,"A woman speaks followed by a man, a door opens, bottles rattle"
9364,10537,3EPnmHmBK3s,30,An engine is idling then revs up
9365,10539,3En2hFi_QyM,30,Man giving a speech
9366,78629,hm6KFpssfik,0,A bird chirps followed by a man talking
9367,58486,UShphE-zvYs,10,An aircraft engine starting up and running alongside a warning siren wailing while wind blows into a microphone
9368,58487,USle1qAiOdA,0,A cat meowing twice
9369,51645,Pm5ICN6W2jU,60,An engine vibrates while idling
9370,21468,87mihM9keKc,190,A power drill is being used and whining loudly
9371,21469,87pKV2-z-FI,9,Wind is blowing hard and waves are crashing loudly
9372,8888,2ZrWevhuQn4,2,Sizzling and a loud pop followed by slower sizzling and a longer pop
9373,8889,2ZsCg-oocmE,180,A vehicle engine is idling
9374,8884,2ZmyggA9WJU,30,Typing on a keyboard
9375,8885,2ZnUkaOOzrc,17,A vehicle speeds by
9376,8886,2ZnpFP5QXp8,50,A person is snoring
9377,8887,2ZqInEYQDOM,30,"A baby is laughing, followed by another older person laughing, with a popping sound at the end"
9378,21466,87im6lqiVYg,60,Water shortly pouring followed by plastic clacking
9379,19225,72XppJFX0KM,30,An engine is revved up sharply and then the speed of the engine is held steady
9380,8882,2ZfMQYF-LZw,190,A girls gasp repeatedly then sneezes
9381,8883,2ZgGPpzjD-Y,30,A clock ticktocks then a bell begins to ring while clock continues
9382,20591,7gfJNk_SAbU,480,A man speaks and types on a keyboard and clicks a mouse
9383,20590,7gc7ko4Uj1c,60,A pressurized can of something being sprayed
9384,20595,7gsxqkrzYI8,30,A duck is quacking in the distance
9385,20594,7gr48CQuMnk,22,An engine idles and a click sounds
9386,20597,7gwtNGgNbjM,30,A crowd is cheering loudly for a sustained period
9387,20596,7gvujom2dw8,27,A person is typing on a keyboard then silence
9388,20599,7gybLcaUMeg,30,Paint is being sprayed and a woman and then a man speaks
9389,20598,7gyWZX8jvXs,30,Steam is escaping then slows down and picks up again
9390,32742,DpTPi6VrHkk,380,An engine idling consistently
9391,26851,Al9oj4TgXv4,400,Whistling followed by snoring
9392,26857,AlIwXPhHfyY,170,A child is talking
9393,26855,AlDZ1R2YUFc,30,Tick-tocking consistently
9394,26858,AlPF2wXLGQA,14,Loud applause and cheering followed by murmuring
9395,6805,1iSEKxa3UZk,30,"Water splashes, the wind is blowing, and an adult male speaks"
9396,68650,aWawNaIiX_Y,30,Church bells loudly ringing followed by an electronic buzzing
9397,68657,aWnLbeStEDg,0,Dripping water followed by brief silence
9398,68655,aWhMvg9JbxM,240,Dogs bark and ducks quack while people speak
9399,101121,yigFNq_cXxs,90,An old woman and a younger woman chat in the foreground with another woman commenting once in the background while a siren goes by in the background
9400,93471,snSTUjtk26w,30,"A man speaks, a door opens, and then footsteps are walking away"
9401,13134,4Ka46DJjDZk,30,"A child talks, and a dog whimpers"
9402,13137,4KcOjRrXG2E,40,Someone speaks as wind blows and then an engine revs
9403,13136,4KaLLkUJKRk,80,Running water with speech in the background
9404,13130,4KORz9us0Lg,100,A car is accelerating
9405,13132,4KTuqlCOWhc,50,"Loud hissing of steam, bells ring"
9406,97578,vzhlcBnJJc8,330,A person whistles and then speaks
9407,54783,RwC9xpVZOPc,300,Distant thunder roars with rain falling and leaves rustling
9408,58571,UX8Sv140rAg,21,A woman speaking loudly with multiple children in the background
9409,54017,RPgSqBZOoTg,90,Water flowing and gurgling with distant clicking
9410,6803,1iRg-77XGa4,30,A loud sneeze
9411,69556,b9lU5axNLrA,490,A person talking and starting a motorcycle engine
9412,54019,RPmya7HsHrk,30,Multiple sirens go off at the same time
9413,54018,RPll9VpPWmo,30,A baby crying then a woman speaking
9414,52515,QNkcEQ2tfKM,110,A woman speaking over a phone speaker with a young man speaking as an electronic bleep beeps once
9415,20335,7Zj8qtuedQU,300,Sanding as a man speaks
9416,20334,7ZeCyUZT8Dg,30,A large jet engine idling
9417,1588,#NAME?,40,"A woman speaking, alarm blaring"
9418,20331,7ZYEqxHi2jY,310,Birds are chirping quickly and water is gurgling lightly
9419,20330,7ZY0U5tfKyQ,160,Some banging and heavy breathing followed by a brief buzz of an insect
9420,20333,7Zdse-L2UIE,30,Sirens are going off and fire engine is honking its horn
9421,1582,#NAME?,19,Consistent running engine
9422,1583,#NAME?,10,A vehicle speeds by very quickly
9423,1580,#NAME?,310,A machine working and steam hissing
9424,1581,#NAME?,30,Motor revving and a man and woman speaking
9425,1584,#NAME?,30,"A man speaking, a crowd yelling and an engine revving"
9426,1585,#NAME?,60,The buzzing of a swarm of flying insects. Birds can be heard chirping in the background
9427,67556,_jv4eQ5_nVs,260,Vehicles are racing with extended room sounds
9428,84154,lorijbSi6F8,27,A motorcycle engine accelerating and revving as a man briefly speaks
9429,67558,_k62cRwi1lE,30,A woman talks in the distance as steam hisses loudly nearby
9430,66687,_8AAnrNeH08,140,A man speaks followed by some clicking
9431,66686,_88I-WwHI5E,10,Multiples pops and bleeps
9432,66689,_8GjO7XXeFA,0,A sports car revs several times
9433,69554,b9hUa_WqDfU,9,"A bell rings, a door opens, a woman and man speak"
9434,34859,F0yCf4Vzd0c,50,"A duck quacks, and then a woman speaks, followed by chirping and more counting from a woman"
9435,59195,Uyjm-rOABxU,40,Electronic tones followed by a mans voice and laughing
9436,59191,UycPGx-tgDQ,130,"A car engine sounds, and then a car passes by quickly"
9437,59192,UydJss3g2Yc,240,Electric power tool runs at full power and then slows to a stop
9438,59562,VD8bf_kUUBg,180,A train horn is triggered while train moves getting closer
9439,67887,a-02esWm5_c,30,"Several gunshots fire in the distance, as explosions sound nearby, followed by people yelling quietly"
9440,23735,9FgLuLb6A1U,260,A woman speaking and water flowing
9441,23736,9FgwfUO2S8s,280,Water streaming and flowing with moderate wind gusts blowing
9442,23737,9FhwjPUd6hc,30,A small remote control engine hums with men speaking
9443,23731,9FZyjIOq_O8,30,"A man speaks, some bird calls, then oinking"
9444,23732,9Fa9Aj5TtZ0,0,A vehicle engine revving up and down
9445,78708,hpS33Ybvcy0,530,Birds and bugs buzz as young sheep baa and then a person says a word
9446,23738,9Fi2Fk9NwwA,480,Person is speaking and people are cheering
9447,23739,9FimnARrc_E,0,"Speech, crashing and clip clopping"
9448,27025,Apv0hIcnZM4,30,A boat passing by in the water
9449,27026,ApwspGEK4cU,50,Clanking followed by a horn honking
9450,27027,Apwyd6hD4Vk,30,Birds chirping and rustling
9451,27022,ApkReOQDvJM,30,A huge crowd erupts into applause and then a man speaks
9452,27023,ApqTL3dFTdM,310,A high pitched engine idling
9453,51797,PszAjRAlm7Y,0,A sewing machine stitches followed by a loud hiss
9454,51796,PsurQjcXGps,30,Someone rubs two objects together
9455,51795,PssVXOGZziY,10,Continuous emergency sirens with distant horns
9456,27028,Apxr8hRb0D8,30,A woman speaking
9457,27029,ApzUu_SxKf8,30,Tapping and clanking followed by a man speaking
9458,59227,Uzvv-ZhD1fM,150,Anhigh pitched engine running with horns and screeching
9459,79465,iLe434WEM24,390,Vehicle racing by revving engine
9460,61484,WX1zBeGlEDo,350,Crinkling with some clinking and a woman speaking
9461,61485,WX4HhD1adkA,0,A whoosh followed by two men speaking
9462,61486,WX6GmeAbB7s,70,A man speaking followed by a toilet flushing
9463,69553,b9eRQXJ6vWw,0,Thunder rolls in sky and a car horn honks
9464,95391,uHFMkJFS-gY,100,A series of bird wing flapping followed by a man speaking
9465,35071,FAUiizMZQTA,30,A horse runs into the distance
9466,35072,FAUoz8-Lkk0,30,An idling engine is followed by a beeping sound
9467,92165,ro-nKZTLdH8,560,A vehicle engine running as a man speaks briefly alongside metal rattling continuously while wind lightly blows into a microphone
9468,95398,uHfzqjneHhI,520,Plastic creaking and paper crinkling followed by clapping and a man speaking
9469,92163,rnt49Gt_BJ0,0,A thunderstorm is followed by a man speaking
9470,92162,rnrlsErvJBk,90,"A large volume of water is running and splashing, a frog is croaking, whirring and splashing occur, and an adult male speaks"
9471,74074,eSKZp76O9uw,60,"A child is speaking and clattering occurs, and vehicle traffic is present"
9472,74073,eSIXRUc4QNQ,10,Repeated gun fire sounds
9473,74072,eSFoBuS_Al4,30,Intermittent horns and speech
9474,8314,2KeQHEjyip0,27,"Whooshing occurs, an adult male is speaks, and then knocking and a popping sound occur"
9475,8315,2KetZkYyo1c,20,Lady and a baby laughing
9476,8316,2Kfd3G_Adj0,30,"A large motor is running, an adult male is speaking, and adult males are speaking in the background"
9477,8310,2K_RtEopbT0,30,A man speaks over a microphone
9478,8312,2KclWOqhKS8,30,"People speak, water splashes, a baby screams"
9479,8313,2Kdt5SVC57g,6,A motor vehicle engine is running and accelerating
9480,8318,2KgFFhOTlR8,20,A wheezing snore
9481,8319,2KhsxuBsuPM,8,Water is trickling down
9482,78904,hybsxlvQ6bI,30,A man impersonating an infant crying together with laughter and distant speech
9483,56413,T205VctwOiM,410,A man speaks while a machine is in use
9484,101710,zBFmSaXIpt8,400,Engines with rain falling and people speaking
9485,83553,lM0UPUW6hUs,10,A fixed-wing aircraft flies away in the distance
9486,9928,3-LkBGiplfQ,29,Faint ticking of a clock
9487,9929,3-MWYo08JjQ,30,Bubbles are gurgling underwater
9488,9920,2zvFjiy_KnY,90,A power tool is in use
9489,9923,3-9-9QPu1HY,30,A motor vehicle engine is running and accelerating
9490,9925,3-GA1vpQQk0,70,Laughter followed by man speaking and followed again by laughter and more speaking
9491,55851,SelJGmK1Qq0,30,An engine idles then revs up and moves close by slowly
9492,55853,Sep0spm8iL0,550,A vehicle engine is idling and starts revving followed by vehicles passing by as engines accelerate
9493,101715,zBbNPUebFJk,30,Ticking and humming of a distant helicopter
9494,85866,n201zERL0Hs,120,Water flows while people speak and laugh
9495,54704,Rt3vefBx9C0,70,Humming of an engine as tires squeal with wind blowing and music playing
9496,71731,cll9uU0OVHk,120,A woman is speaking followed by kids speaking
9497,21853,8KIY76b5lgA,30,An older man is speaking loudly into a microphone and his voice is echoing out
9498,21857,8KUYa7ld2RE,30,A dog barks and growls as people speak
9499,24828,9ptOhptuqUA,0,"Multiple people talking at once, followed by snoring"
9500,21855,8KMqDJt-lBE,230,"A crowd is applauding and talking, and an adult female speaks a word in the foreground"
9501,21854,8KLpSzOYeSk,30,"An adult male is speaking, and soft scraping is occurring"
9502,71730,clh6kPXhOlE,60,A beep then a woman speaking
9503,24824,9pn3dVmMzKk,30,A man speaking
9504,21859,8KXQD8SuqVQ,10,A bird chirps gently one time as another bird chirps in the distance
9505,24823,9pmPRZVMQMs,120,Women speaking with birds chirping in the background
9506,24822,9pm6GhEiWvs,30,An infant crying rapidly with brief male speech
9507,69215,au7QJMAT7bM,21,Wind blows and thunder echoes
9508,98089,wMEr_H7UyLI,40,A large machine motor humming as a power tool is drilling
9509,3649,0SHlE6nAdg4,30,A man yells followed by a thump and a cheering crowd
9510,3648,0SElWvaLjM8,60,Female typing on computer while speaking
9511,3647,0SDyfXsS4S8,360,"A large vehicle engine is running, an adult male speaks, then a horn blows loudly"
9512,3644,0S7jf6anlbM,480,A car's engine running
9513,3643,0S5Rz7QPPcY,20,Some metal machine noises are followed by a man speaking
9514,98081,wLyUtE5qsYg,110,An engine revs and speeds up as tires squeal the entire time followed by a crowd that shouts and bursts into applause and whistles
9515,3640,0S1z9rEsYOg,30,Women talking over banging sounds
9516,64962,YxLpxj2nUFE,70,A motorcycle revs up and then downshifts several times nearby as music plays
9517,46245,MIoiYOU80n4,16,Gusty wind and a man laughing
9518,12837,4C6aAyKHUvI,30,Man giving speech
9519,99979,xnsoXq88JPQ,70,A drill operates as a woman speaks and a child speaks
9520,99973,xneXU_1ykLM,30,People talk in a muffled environment
9521,99975,xnhjGj7rPvs,18,A baby cries and fusses and clothes rustle
9522,84099,lmXEpFQbG9s,14,Several mechanical ticking sounds
9523,82022,kFg0o4BFcOg,0,An fast vehicle accelerates nearby
9524,25197,A0EcShtjbyM,30,A person talking
9525,25195,A0BhGxGQGpo,0,Whooshing followed by a loud bang
9526,25192,A0662GwK3TI,6,Water running rapidly with muffled speech
9527,25193,A08jxYinAG8,70,Birds chirping
9528,25190,A058g9nqTlY,30,A man speaking with sheep baaing in the background
9529,25198,A0H2b4vjyPs,18,A man is riding on a fast boat
9530,25199,A0Ip45IJoLc,180,A man speaks as gunshots fire in the distance
9531,53931,RLygFh12Y2c,0,A train blows the horn multiple times while driving by
